"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"HIMAPEL MAQUINAS INDUSTRIAIS LTDA.";"96.737.002/0001-37";"GRANDE";"Exportação de bens";"RS";"CUBA";"2488697";"2011-03-14";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
"F. M. COEMPAR COMERCIAL LTDA";"03.433.227/0001-19";"MÉDIA";"Exportação de bens";"SP";"CUBA";"2457065";"2011-03-21";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-03-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-03-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MERCEDES-BENZ DO BRASIL LTDA.";"59.104.273/0001-29";"GRANDE";"Exportação de bens";"SP";"CHILE";"2497997";"2011-03-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-04-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ARMCO STACO S. A. INDUSTRIA METALURGICA EM RECUPERACAO";"72.343.882/0001-07";"GRANDE";"Exportação de bens";"RJ";"CUBA";"2719137";"2011-04-18";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"ARMCO STACO S. A. INDUSTRIA METALURGICA EM RECUPERACAO";"72.343.882/0001-07";"GRANDE";"Exportação de bens";"RJ";"CUBA";"2719137";"2011-04-18";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
"INDUSTRIAL PAGE LTDA";"82.563.321/0001-69";"GRANDE";"Exportação de bens";"SC";"CUBA";"2718925";"2011-04-18";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"INDUSTRIAL PAGE LTDA";"82.563.321/0001-69";"GRANDE";"Exportação de bens";"SC";"CUBA";"2718925";"2011-04-18";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
"HAARSLEV INDUSTRIES LTDA";"04.011.353/0001-48";"MÉDIA";"Exportação de bens";"PR";"ARGENTINA";"2646325/0001";"2011-05-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"2830602/0001";"2011-05-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"FABRIMA MAQUINAS AUTOMATICAS LTDA";"43.222.439/0001-71";"MÉDIA";"Exportação de bens";"SP";"CUBA";"2357820";"2011-05-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"FABRIMA MAQUINAS AUTOMATICAS LTDA";"43.222.439/0001-71";"MÉDIA";"Exportação de bens";"SP";"CUBA";"2357820";"2011-05-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-06-13";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-06-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"SCANIA LATIN AMERICA LTDA";"59.104.901/0001-76";"GRANDE";"Exportação de bens";"SP";"URUGUAI";"2936027/0001";"2011-06-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"2950528";"2011-06-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"2877372/0001";"2011-06-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"2877372/0002";"2011-06-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JCB DO BRASIL LTDA";"02.833.372/0001-24";"GRANDE";"Exportação de bens";"SP";"CUBA";"2591194";"2011-07-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
"EMBRAER S.A.";"07.689.002/0001-89";"GRANDE";"Exportação de bens";"SP";"ESTADOS UNIDOS";"3136803";"2011-07-05";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Real / Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-07-07";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-07-08";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"ARGENTINA";"2312941";"2011-07-13";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"2950528";"2011-07-14";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"2950528";"2011-07-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-07-18";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"2877372/0003";"2011-07-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"2877372/0004";"2011-07-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-07-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"HIMAPEL MAQUINAS INDUSTRIAIS LTDA.";"96.737.002/0001-37";"MÉDIA";"Exportação de bens";"RS";"ARGENTINA";"2969725/0001";"2011-07-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"2950528";"2011-08-11";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"GSI BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGROPEC";"01.770.039/0001-50";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"2943022/0001";"2011-08-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"GSI BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGROPEC";"01.770.039/0001-50";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"2943022/0002";"2011-08-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-08-30";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"CUBA";"2540823";"2011-09-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"CUBA";"2540823";"2011-09-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"CUBA";"2631961";"2011-09-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"CUBA";"2929641";"2011-09-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"WXBR SISTEMAS DE TELECOMUNICACOES LTDA";"10.210.213/0001-00";"MICRO";"Exportação de bens";"SP";"ARGENTINA";"3054967";"2011-09-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"2950528";"2011-09-20";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CIBER EQUIPAMENTOS RODOVIARIOS LTDA";"92.678.093/0001-26";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"3002111/0001";"2011-09-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"2950528";"2011-09-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"CUBA";"1915085";"2011-09-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-10-14";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"ARGENTINA";"2819759";"2011-10-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ZANELLA ENGENHARIA E INDUSTRIA DE MAQUINAS LTDA";"83.780.668/0001-26";"GRANDE";"Exportação de bens";"SC";"ARGENTINA";"1946195";"2011-11-14";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
"A L HECHER MADEIRAS LTDA";"09.289.291/0001-54";"PEQUENA";"Exportação de bens";"RS";"CUBA";"2943730";"2011-11-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO VAREJISTA";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"F. M. COEMPAR COMERCIAL LTDA";"03.433.227/0001-19";"MÉDIA";"Exportação de bens";"SP";"CUBA";"2539047";"2011-11-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"F. M. COEMPAR COMERCIAL LTDA";"03.433.227/0001-19";"MÉDIA";"Exportação de bens";"SP";"CUBA";"2539047";"2011-11-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE"
